4,09803921568627
2,35294117647059
1,64705882352941
1,13725490196078
0,764705882352941
0,529411764705882
0,725490196078431
0,607843137254902
0,549019607843137
0,529411764705882
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,529411764705882
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,235294117647059
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,568627450980392
0,607843137254902
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,490196078431373
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,529411764705882
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,274509803921569
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,529411764705882
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,568627450980392
0,529411764705882
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,274509803921569
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,568627450980392
0,588235294117647
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,529411764705882
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,274509803921569
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,588235294117647
0,549019607843137
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
0,254901960784314
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,490196078431373
0,156862745098039
0,215686274509804
0,235294117647059
0,254901960784314
0,274509803921569
0,568627450980392
0,529411764705882
0,509803921568627
0,509803921568627
0,156862745098039
0,196078431372549
0,235294117647059
0,254901960784314
